,QC_sys_kWh,E_sys_kWh,QC_winning,E_winning,Qcs_sys_kWh,Qcs_winning,Qcs_base_load
B1003,0.1457827017879221,0.13189433092928,WINDOW_AS10-TIGHTNESS_AS2-0.39-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.39-1.0-28-OFF,0.0,WINDOW_AS10-TIGHTNESS_AS2-0.29-1.0-28-OFF,24.237923703284523
B1005,0.0008325396732003,0.0444035495830624,WINDOW_AS9-TIGHTNESS_AS2-0.59-1.0-24-26,WINDOW_AS10-TIGHTNESS_AS4-0.49-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.39-1.0-22-22,443.8059941152095
B1008,2.02156909829502,0.102673076483075,WINDOW_AS10-TIGHTNESS_AS2-0.29-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.29-1.0-28-OFF,1.8703285413949928,WINDOW_AS10-TIGHTNESS_AS2-0.29-1.0-28-OFF,0.0
B1016,0.0003501652066945,0.1028149846203767,WINDOW_AS10-TIGHTNESS_AS2-0.89-1.0-18-20,WINDOW_AS10-TIGHTNESS_AS4-0.49-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.69-1.0-28-28,96.40378141289534
B1026,0.0031425547853942,0.0842469664215752,WINDOW_AS10-TIGHTNESS_AS3-0.49-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS3-0.59-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.29-1.0-20-20,64.12644644987728
B1047,0.0032618946172323,0.0176140702599066,WINDOW_AS10-TIGHTNESS_AS2-0.79-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.49-1.0-28-OFF,4.8591139261157305e-19,WINDOW_AS8-TIGHTNESS_AS3-0.49-1.0-24-26,1465.810173039544
B1050,3.2405857522889074e-05,0.018051341893617,WINDOW_AS8-TIGHTNESS_AS3-0.69-1.0-26-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.59-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.29-1.0-28-28,23.37500512676255
B1052,0.0823867067063212,0.0630814856546369,WINDOW_AS10-TIGHTNESS_AS2-0.49-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.49-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.29-1.0-20-22,111.85992166156768
B1053,0.1743419709114082,0.0418665893868639,WINDOW_AS10-TIGHTNESS_AS2-0.49-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.49-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.49-1.0-20-24,119.15291423678433
B1055,0.2237793157310705,0.0129237453708693,WINDOW_AS10-TIGHTNESS_AS2-0.29-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.29-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.89-1.0-18-24,215.70128525515355
B1063,0.0018426593531485,0.0675379145990495,WINDOW_AS10-TIGHTNESS_AS2-0.79-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.49-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.79-1.0-28-OFF,4.992618598947556
B1064,5.144108628799117e-05,0.0674325816114694,WINDOW_AS8-TIGHTNESS_AS3-0.69-1.0-26-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.49-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.29-1.0-20-20,107.7527519873052
B1081,0.0678346525097897,0.1393078010797515,WINDOW_AS10-TIGHTNESS_AS2-0.49-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.49-1.0-28-OFF,0.0272190539249096,WINDOW_AS10-TIGHTNESS_AS2-0.49-1.0-28-OFF,0.0
B1087,0.0012307571249754,0.1006952766625695,WINDOW_AS8-TIGHTNESS_AS2-0.29-1.0-20-24,WINDOW_AS10-TIGHTNESS_AS4-0.29-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.59-1.0-20-20,49.91517139739293
B1099,0.1073550223893322,0.0190406101441921,WINDOW_AS10-TIGHTNESS_AS2-0.29-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.29-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.29-1.0-18-22,240.70583377813813
B1102,0.0028813561815121,0.0204542686814007,WINDOW_AS10-TIGHTNESS_AS2-0.59-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.59-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS4-0.49-1.0-18-26,319.6063505793546
B1103,0.5222214755201061,0.009427015509873,WINDOW_AS10-TIGHTNESS_AS2-0.49-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.49-1.0-28-OFF,0.0,WINDOW_AS9-TIGHTNESS_AS4-0.79-1.0-28-28,0.3577437509022273
B1104,0.1260165032683632,0.0211374140617967,WINDOW_AS10-TIGHTNESS_AS2-0.69-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.69-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS3-0.29-1.0-22-26,156.2626925695436
B1105,0.0468851099260596,0.028500624473992,WINDOW_AS10-TIGHTNESS_AS2-0.69-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.69-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.29-1.0-26-28,222.59207609115003
B1107,0.0598875281428507,0.0410631167242897,WINDOW_AS10-TIGHTNESS_AS2-0.69-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.69-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.39-1.0-24-24,97.08863205045228
B1108,0.5314061687176234,0.1620778094451704,WINDOW_AS10-TIGHTNESS_AS2-0.69-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS3-0.69-1.0-28-OFF,2.6395342443239604e-19,WINDOW_AS9-TIGHTNESS_AS2-0.69-1.0-28-28,6.6990778325083165
B1109,0.0353726822031428,0.0255105777894057,WINDOW_AS10-TIGHTNESS_AS2-0.69-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.69-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.39-1.0-18-20,675.5322593873713
B1114,0.1645678089088387,0.0831291374896338,WINDOW_AS10-TIGHTNESS_AS2-0.29-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.29-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS3-0.49-1.0-24-24,118.37920032018836
B1115,0.0889517697718414,0.0249409883143563,WINDOW_AS10-TIGHTNESS_AS2-0.39-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.39-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.29-1.0-28-28,473.67155698899
B1126,0.0344036564977548,0.03352275951342,WINDOW_AS10-TIGHTNESS_AS2-0.79-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS3-0.79-1.0-28-OFF,0.0,WINDOW_AS9-TIGHTNESS_AS2-0.59-1.0-22-22,408.8301425593676
B1135,1.8951280895194727e-05,0.0640288861050626,WINDOW_AS10-TIGHTNESS_AS4-0.89-1.0-28-28,WINDOW_AS10-TIGHTNESS_AS3-0.69-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.29-1.0-26-28,220.05846036000884
B1138,0.0927557825538128,0.1347665488470115,WINDOW_AS10-TIGHTNESS_AS2-0.29-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.29-1.0-28-OFF,0.0,WINDOW_AS9-TIGHTNESS_AS3-0.39-1.0-28-OFF,100.87327214002784
B1139,0.159992685309541,0.0255466366511403,WINDOW_AS10-TIGHTNESS_AS2-0.29-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.29-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.39-1.0-20-24,628.6144752595734
B1142,0.0059654245526441,0.0493606919490676,WINDOW_AS9-TIGHTNESS_AS2-0.59-1.0-28-28,WINDOW_AS10-TIGHTNESS_AS4-0.59-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.39-1.0-26-26,71.28558623562915
B1146,0.000781388237903,0.1566448819135477,WINDOW_AS8-TIGHTNESS_AS3-0.39-1.0-28-28,WINDOW_AS10-TIGHTNESS_AS4-0.39-1.0-28-OFF,0.0,WINDOW_AS9-TIGHTNESS_AS4-0.29-1.0-26-26,21.278285208072
B1150,0.0021417256648173,0.1534675707760454,WINDOW_AS8-TIGHTNESS_AS2-0.59-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.59-1.0-28-OFF,0.0,WINDOW_AS9-TIGHTNESS_AS2-0.79-1.0-26-26,20.518123305821423
B1153,0.0007441376128746,0.1371589624147339,WINDOW_AS10-TIGHTNESS_AS2-0.69-1.0-18-22,WINDOW_AS10-TIGHTNESS_AS4-0.79-1.0-28-OFF,0.0,WINDOW_AS8-TIGHTNESS_AS2-0.79-1.0-28-28,23.903255103406337
B1168,6.79698808244284e-05,0.0979129113694774,WINDOW_AS9-TIGHTNESS_AS3-0.39-1.0-26-28,WINDOW_AS10-TIGHTNESS_AS4-0.79-1.0-28-OFF,0.0,WINDOW_AS9-TIGHTNESS_AS3-0.39-1.0-28-28,21.573858674173024
B1286,0.2409489223896354,0.1507855756376307,WINDOW_AS10-TIGHTNESS_AS2-0.59-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.59-1.0-28-OFF,0.1357704549190312,WINDOW_AS10-TIGHTNESS_AS2-0.59-1.0-28-OFF,0.0
B1296,0.3190142561904857,0.097105013437448,WINDOW_AS10-TIGHTNESS_AS2-0.29-1.0-28-OFF,WINDOW_AS10-TIGHTNESS_AS4-0.29-1.0-28-OFF,0.0,WINDOW_AS10-TIGHTNESS_AS2-0.59-1.0-28-OFF,1.310956340590692
